City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
631,Hambantota,LK,86.0,scattered clouds,6.1241,81.1185,Bungalow 63
636,Harper,LR,79.61,broken clouds,4.375,-7.7169,Screensaver
637,Galesong,ID,89.6,few clouds,-5.3166,119.3661,Sapriadi Appy
643,Warri,NG,77.34,overcast clouds,5.5167,5.75,BON Hotel Delta
645,Jiaozuo,CN,75.2,few clouds,35.2397,113.2331,Days Hotel and Suites Jiaozuo
649,Corn Island,NI,81.05,overcast clouds,12.1694,-83.0418,Big Fish Guest House
652,Hobyo,SO,83.71,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
654,Larap,PH,82.94,overcast clouds,14.299000000000001,122.6504,Montemayor Cove
656,Palmas,BR,77.0,broken clouds,-10.2128,-48.3603,Hotel Lago da Palma
664,Benguela,AO,79.18,few clouds,-12.5763,13.4055,Hotel Praia Morena
667,Massakory,TD,79.9,overcast clouds,12.995999999999999,15.7293,
669,Naze,JP,75.2,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
673,Moussoro,TD,77.09,overcast clouds,13.6408,16.4901,Pharmacie alnadja Moussoro
676,Kimbe,PG,84.09,light rain,-5.5502,150.1429,Kimbe Bay Hotel
679,Galle,LK,83.35,scattered clouds,6.0367,80.217,Amangalla
682,Tayu,ID,87.08,overcast clouds,-6.5397,111.0518,Toko pakaian bu is Tayu
687,Dhidhdhoo,MV,83.21,broken clouds,6.8833,73.1,Dhidhoo beach
702,Isangel,VU,84.2,broken clouds,-19.55,169.2667,Volcano Sea View Tree House
703,Manggar,ID,88.29,broken clouds,-2.8833,108.2667,Guest Hotel
710,Boa Vista,BR,77.0,light rain,2.8197,-60.6733,Aipana Plaza Hotel
